name_en,short_desc,category,size
a_SM_papers_snapshot_05,vintage warm polaroid,camera,"0.0877,0.0208,0.1067"
a_SM_papers_snapshot_06,printed text red question mark paper,paper,"0.0877,0.0104,0.1067"
a_SM_papers_snapshot_07,red handwritten polaroid,photo,"0.0877,0.0045,0.1067"
a_SM_papers_snapshot_08,red marker text image,image,"0.0877,0.0208,0.1067"
a_SM_papers_snapshot_09,vintage tilted photograph,photo,"0.0877,0.0104,0.1067"
a_SM_papers_stickynote_01,teal square sticky note,note,"0.0500,0.0078,0.0500"
a_SM_papers_stickynote_02,teal sticky note,note,"0.0500,0.0097,0.0500"
a_SM_papers_stickynote_03,teal blue sticky note,note,"0.0500,0.0073,0.0500"
a_SM_papers_stickynote_04,pink sticky note,note,"0.0500,0.0078,0.0500"
a_SM_papers_stickynote_05,pink sticky note,note,"0.0500,0.0097,0.0500"
a_SM_papers_stickynote_06,mauve sticky note,note,"0.0500,0.0073,0.0500"
a_SM_papers_stickynote_07,beige sticky note,note,"0.0500,0.0078,0.0500"
a_SM_papers_stickynote_08,beige sticky note,note,"0.0500,0.0097,0.0500"
a_SM_papers_stickynote_09,beige sticky note,note,"0.0500,0.0073,0.0500"
a_SM_papers_stickynote_10,beige sticky note,note,"0.0500,0.0078,0.0500"
a_SM_papers_stickynote_11,yellow sticky note,note,"0.0500,0.0097,0.0500"
a_SM_papers_stickynote_12,yellow sticky note,note,"0.0500,0.0073,0.0500"
a_SM_papers_stickynote_complete,beige curled sticky notes,note,"0.0500,0.0501,0.0315"
a_SM_Pen_01b_02,gray cylindrical marker pen,pen,"0.0247,0.1489,0.0268"
a_SM_Pen_01c,gray red marker pen,pen,"0.0247,0.1489,0.0268"
a_SM_PictureFrame_02b,black white rectangular frame,frame,"0.3122,0.0201,0.3811"
a_SM_PictureFrame_03a,dark gray framed picture,frame,"0.5080,0.0178,0.6096"
a_SM_pillow_002,gray fabric cushion,cushion,"0.3846,0.3106,0.2407"
a_SM_pillow_004,gray fabric body pillow,pillow,"0.8807,0.3087,0.3336"
a_SM_Plant_01a,gray marbled ceramic pot,vase,"0.9597,0.7393,1.3800"
a_SM_Plant_02a,dark brown wooden planter box,planter,"0.9236,0.5760,0.5486"
a_SM_Plant_1,dark green terracotta plant,plant,"0.7065,0.8399,1.1447"
a_SM_Plant_2,tall terracotta cylindrical pot,pot,"0.5319,0.5713,1.1325"
a_SM_plastic_bag_fertilizer,white green yellow bag,bag,"0.3045,0.1779,0.3827"
a_SM_plastic_bag_garbage,dark gray plastic trash bag,bag,"0.3864,0.3060,0.4219"
a_SM_Point_Lamp_1,matte black wall mounted light,lamp,"0.1400,0.0648,0.1509"
a_SM_Point_Lamp_3,black linear wall light,lamp,"0.5294,0.0397,0.0253"
a_SM_Point_Lamp_4,black metal pendant light,lamp,"0.0500,0.0500,1.8142"
a_SM_Pot__2_,gray cylindrical stew pot,pot,"0.2614,0.2198,0.1494"
a_SM_product5,kraft paper skincare jar,jar,"0.0866,0.0866,0.0432"
a_SM_product7,blue textured skincare jar,jar,"0.1083,0.1083,0.0631"
a_SM_Props_Small_01a,dark brown ashtray,ashtray,"0.1867,0.1859,0.0510"
a_SM_Props_Small_01d,beige textured matchbox,matchbox,"0.1370,0.2515,0.0470"
a_SM_Props_Small_01e,weathered metal food can,can,"0.1550,0.1551,0.1221"
a_SM_Props_Small_01f,dark metal bucket,bucket,"0.2393,0.2109,0.2339"
a_SM_Props_Small_01g,marble round pot lid,pot,"0.2109,0.2109,0.0360"
a_SM_Props_Small_01j,olive green hand grenade,grenade,"0.0979,0.0867,0.1725"
a_SM_Rack01,blue metal warehouse shelf,shelf,"1.2375,0.1998,4.8165"
a_SM_Rack02,gray wooden warehouse shelf,shelf,"3.7938,1.1567,0.2053"
a_SM_radiator,weathered cast iron radiator,radiator,"0.8878,0.1996,0.8640"
a_SM_Radio_01a_b,weathered tan telegraph transceiver,transceiver,"0.6014,0.3034,0.2524"
a_SM_radio_scanner_body,dark gray radio scanner,radio,"0.3163,0.3698,0.0904"
a_SM_radio_scanner_compiled,gray digital desktop radio,radio,"0.3726,0.4031,0.1382"
a_SM_radio_scanner_mic,dark gray desktop microphone,microphone,"0.1047,0.1607,0.2495"
a_SM_Railins_01,orange black striped barrier,barrier,"1.6000,0.2000,1.1000"
a_SM_RailinsAngle_01,gray metal street railing,railing,"1.6000,1.6000,1.1000"
a_SM_RailinsBig_01,industrial metal street barrier,barrier,"2.6000,0.2623,1.1130"
a_SM_RailinsMid_01,industrial metal street railing,railing,"2.6000,0.2000,1.1000"
a_SM_RecordPlayer,vintage wooden gramophone,gramophone,"0.5938,0.5377,0.7946"
a_SM_rest_area_cup,gray speckled mug,mug,"0.0923,0.1314,0.0888"
a_SM_rest_area_frog,gray metal dinner fork,fork,"0.2004,0.0316,0.0204"
a_SM_rest_area_frog_folded,weathered gray brown folding fork,fork,"0.1462,0.0316,0.0148"
a_SM_rest_area_gas,olive green portable stove,stove,"0.4500,0.3273,0.1405"
a_SM_rest_area_heater,gray electric heater,heater,"0.4841,0.1837,0.4950"
a_SM_rest_area_kettle,dark gray metal kettle,kettle,"0.1999,0.1700,0.1886"
a_SM_rest_area_kettle_compiled,dark gray textured kettle,kettle,"0.1999,0.1700,0.1886"
a_SM_rest_area_kettle_door,dark gray round kettle lid,kettle,"0.1235,0.1235,0.0273"
a_SM_rest_area_knife,rusty gray folding knife,knife,"0.2151,0.0316,0.0186"
a_SM_rest_area_knife_folded,rusty metal pocket knife,knife,"0.1462,0.0316,0.0130"
a_SM_rest_area_lubricant,white turquoise lubricant tube,tube,"0.0612,0.0429,0.1659"
a_SM_rest_area_pan,dark gray frying pan,pan,"0.4009,0.2794,0.0591"
a_SM_rest_area_pan_compiled,gray round stew pot,pot,"0.2794,0.2794,0.0849"
a_SM_rest_area_pan_door,dark gray round pot lid,pot,"0.2748,0.2748,0.0336"
a_SM_rest_area_pod,dark gray metal pot,pot,"0.3829,0.2677,0.1327"
a_SM_rest_area_pod_compiled,dark gray metal pot,pot,"0.2677,0.2677,0.1588"
a_SM_rest_area_radio,dark gray portable radio,radio,"0.2461,0.0658,0.3232"
a_SM_rest_area_spoon,weathered gray metal spoon,spoon,"0.2029,0.0438,0.0186"
a_SM_rest_area_spoon_folded,rusty brown cleaning brush,brush,"0.1462,0.0438,0.0130"
a_SM_rest_area_tissue,white floral tissue box,box,"0.2000,0.1000,0.1249"
a_SM_rest_area_water_cooler,blue gray wheeled cooler,cooler,"0.7379,0.3502,0.4030"
a_SM_RestRoom_Shampoo,frosted gradient pump bottle,bottle,"0.0491,0.0491,0.2135"
a_SM_RestRoom_Spray,gray plastic spray bottle,bottle,"0.0381,0.0381,0.1036"
a_SM_Rug_01,dark brown textured runner carpet,rug,"2.0157,1.3140,0.0255"
a_SM_shelfs,dark brown wooden shelf,shelf,"1.8819,0.7674,2.9856"
a_SM_shelving_unit,gray metal storage rack,rack,"1.6835,0.5494,1.9000"
a_SM_shotgun_empty,brown wooden shotgun,chair,"1.0899,0.2107,0.0472"
a_SM_shotgun_full,dark metal shotgun,gun,"1.0899,0.2107,0.0646"
a_SM_Shovel_Mug_Can_01a,weathered metal shovel,shovel,"0.2215,0.0614,1.0411"
a_SM_Shovel_Mug_Can_01b,gray ceramic mug,mug,"0.1124,0.1678,0.1442"
a_SM_Shovel_Mug_Can_01c,beige textured hip flask,flask,"0.1043,0.0351,0.1543"
a_SM_Side_Table_01,dark brown wooden nightstand,nightstand,"0.6349,0.6348,0.8482"
a_SM_sink,gray stone vanity cabinet,cabinet,"0.6556,0.4906,0.9318"
a_SM_sinkframe,dark wooden wall cabinet,cabinet,"1.5264,0.6134,0.9177"
a_SM_SmartTV_B,black matte smart speaker,speaker,"0.1007,0.1007,0.0365"
a_SM_Socket_02,gray round dual button switch,switch,"0.1566,0.0150,0.0856"
a_SM_Socket_1,dark gray wall outlet,outlet,"0.0900,0.0301,0.0858"
a_SM_Socket_2,dark gray wall outlet,outlet,"0.1615,0.0327,0.0858"
a_SM_Socket_3,dark gray wall outlet,outlet,"0.2331,0.0369,0.0858"
a_SM_sofa,worn gray three seater sofa,sofa,"2.5551,1.0493,1.1428"
a_SM_Sofa_01a,dark brown three seater sofa,sofa,"2.3561,0.9177,1.0523"
a_SM_Sofa_01b,dark brown leather armchair,chair,"1.0195,0.9730,1.0347"
a_SM_Sofa_02a,taupe linen armchair,chair,"1.0212,0.8354,0.7944"
a_SM_Sofa_07,dark gray chesterfield sofa,sofa,"3.0157,1.2477,0.9546"
a_SM_SofaTable_01,dark walnut coffee table,table,"0.4600,0.4362,0.4535"
a_SM_SofaTable_02,dark wood stool,stool,"0.5872,0.4427,0.4544"
a_SM_Speaker_01,walnut wood floor standing speaker,speaker,"0.2886,0.3610,1.1280"
a_SM_Speaker_02,dark fabric wooden speaker,speaker,"0.6921,0.2763,0.2521"
a_SM_Speaker_03,dark walnut bookshelf,bookcase,"0.2540,0.2920,0.4044"
a_SM_Split_AirConditioner,gray sleek air conditioner,air,"0.8087,0.2096,0.2830"
a_SM_stand_drill,vintage green industrial drill press,press,"0.9793,0.4858,1.9387"
a_SM_StandLight_01,vintage bronze floor lamp,lamp,"0.5492,0.4099,1.9355"
a_SM_StandLight_02,bronze frosted floor lamp,lamp,"0.3300,0.3300,1.1367"
a_SM_structures_debris_01,gray concrete paving stone,paving,"0.1264,0.1164,0.0256"
a_SM_structures_debris_02,gray rough stone fragment,rock,"0.0940,0.0976,0.0255"
a_SM_table,dark green metal desk,desk,"2.3542,1.0035,1.0773"
a_SM_Table__2_,dark marble coffee table,table,"1.1997,1.1997,0.7400"
a_SM_Table_01,round wooden dining table,table,"1.1997,1.1997,0.7400"
a_SM_Table_Props_01a,weathered brown parchment map,map,"0.6865,0.3969,0.0316"
a_SM_Table_Props_01b,antique bronze compass,compass,"0.1000,0.1439,0.0237"
a_SM_Table_Wooden_Painted_01a,weathered wooden bench,bench,"2.2573,1.0654,0.7810"
a_SM_TableLamp,cream marble table lamp,lamp,"0.3160,0.3160,0.4734"
a_SM_TableLamp_01a,gray natural table lamp,lamp,"0.3329,0.3329,0.6456"
a_SM_Tablet,slim black tablet computer,tablet,"0.4630,0.2931,0.0142"
a_SM_Tarp01,dark teal waterproof tarp,tarp,"2.7590,3.1589,0.3297"
a_SM_Tarp02,dark gray blue waterproof tarp,tarp,"2.9932,2.7962,0.1998"
a_SM_Telephone_01a_b,weathered green telephone,telephone,"0.5343,0.4533,0.2687"
a_SM_toilet,gray ceramic toilet,toilet,"0.5431,0.6968,0.7811"
a_SM_toilet_cleaner,dark brown cylindrical toilet brush,brush,"0.1797,0.1797,0.5760"
a_SM_TrafficBarrel01,orange white striped traffic barrel,barrel,"0.8107,0.8107,0.9381"
a_SM_Trash_Separated_g1,black plastic trash bag,bag,"0.5514,0.4020,0.6191"
a_SM_Trash_Separated_g2,black plastic trash bag,bag,"0.5509,0.4265,0.6209"
a_SM_Trash_Separated_g3,black plastic trash bag,bag,"0.5494,0.4778,0.5183"
a_SM_Trash_Separated_trash_12,green glass wine bottle,bottle,"0.0814,0.0814,0.2637"
a_SM_Trash_Separated_trash_20,dark matte cardboard box,box,"0.5258,0.4370,0.4301"
a_SM_Trash_Separated_trash_22,brown cardboard box,box,"0.5344,0.4706,0.1817"
a_SM_Trash_Separated_trash_27,black fabric cloth,fabric,"0.3604,0.4577,0.0453"
a_SM_Trunk_Leather_01a,brown leather suitcase,suitcase,"0.9115,0.5398,0.3243"
a_SM_Tumblr_1,dark gray wall switch,switch,"0.0900,0.0116,0.0858"
a_SM_Tumblr_2,dark gray wall switch,switch,"0.1616,0.0116,0.0858"
a_SM_TV,large curved lcd tv,tv,"1.3621,0.3098,0.8818"
a_SM_TV_02,slim dark gray tv,tv,"1.8000,0.0500,0.9500"
a_SM_TV_OnWall,black slim flat screen tv,tv,"1.3621,0.1197,0.7884"
a_SM_TVFlat_01b,dark gray wall mounted tv,tv,"0.9200,0.0889,0.5100"
a_SM_TVstand,dark charcoal tv cabinet,cabinet,"1.0860,0.5103,0.6754"
a_SM_TVTable_01,mid century modern walnut tv cabinet,cabinet,"2.4263,0.5681,0.7068"
a_SM_TVTable_02,gray brown mid century tv cabinet,cabinet,"2.4444,0.5642,0.6636"
a_SM_TVTable_03,gray wooden tv cabinet,cabinet,"3.0863,0.6796,0.6065"
a_SM_TVTable_04,dark slatted tv cabinet,cabinet,"1.8331,0.5044,0.7378"
a_SM_TVTable_06,dark wood tv stand,stand,"1.6876,0.4269,0.5789"
a_SM_TVTable_07,dark walnut tv cabinet,cabinet,"1.8000,0.3606,0.5205"
a_SM_Typewriter_01a,dark gray wooden typewriter,typewriter,"0.3910,0.8382,0.2277"
a_SM_Vase_1,beige ceramic vase,vase,"0.1263,0.1265,0.1998"
a_SM_Vase_10,gray cylindrical vase,vase,"0.1476,0.1476,0.5644"
a_SM_Vase_11,gray ceramic vase,vase,"0.1393,0.1381,0.2715"
a_SM_Vase_2,gray twisted sculptural vase,vase,"0.1293,0.1293,0.2300"
a_SM_Vase_3,dark brown teardrop vase,vase,"0.1215,0.1210,0.2514"
a_SM_Vase_4,gray slender vase,vase,"0.1152,0.1154,0.3108"
a_SM_Vase_5,beige brown marbled vase,vase,"0.1313,0.1313,0.3063"
a_SM_Vase_6,slender black vase,vase,"0.1182,0.1182,0.3403"
a_SM_Vase_7,dark gray ceramic vase,vase,"0.1820,0.0477,0.2082"
a_SM_Vase_9,dark gray marble vase,vase,"0.2196,0.2196,0.8692"
a_SM_vehicle_01_axel_part_01,rusted metal steering linkage,linkage,"0.1514,0.1466,0.1045"
a_SM_vehicle_01_axel_part_03,weathered metal rod,rod,"0.4945,0.0337,0.0360"
a_SM_vehicle_01_engine,weathered gray brown engine block,engine,"0.7037,0.4445,0.7013"
a_SM_vehicle_01_front_tire,dark gray rubber tire,tire,"0.7272,0.7272,0.2887"
a_SM_vehicle_01_hood,gray metal car hood,hood,"0.8597,1.4512,0.2810"
a_SM_vehicle_01_main,weathered gray jeep,vehicle,"3.5231,2.0692,1.8561"
a_SM_vehicle_01_Object297,weathered steel wheel rim,wheel,"0.4205,0.2294,0.4205"
a_SM_vehicle_01_tire,dark rubber tire,tire,"0.7272,0.7272,0.2546"
a_SM_vehicle_01_tire_with_rim,black rubber tire,tire,"0.7272,0.7272,0.2546"
a_SM_Vent,gray metal vent grille,grille,"0.7000,0.1039,0.4000"
a_SM_Vent_02,weathered brown ceiling fan,fan,"1.1459,1.1459,0.3861"
a_SM_Wall_Picture_1,brown gray geometric canvas print,print,"1.0450,0.0200,1.5400"
a_SM_Wall_Picture_2,dark blue geometric wall art,art,"0.9500,0.0200,1.4000"
a_SM_Wardrobe,dark brown wooden armoire,armoire,"1.2684,0.6371,2.1226"
a_SM_Wardrobe_01,dark wood wardrobe,wardrobe,"0.9831,0.5462,1.9758"
a_SM_WaterTank01,gray metal i bc tank,tank,"1.2473,1.2840,1.4577"
a_SM_weapon_props_gas_01,red gray gas canister,canister,"0.0623,0.0623,0.2506"
a_SM_weapon_props_gas_02,gray flame canister,canister,"0.0623,0.0623,0.2362"
a_SM_weapon_props_gun_powder_01,dark gray cylindrical canister,canister,"0.0831,0.0831,0.1343"
a_SM_weapon_props_gun_powder_02,gray red blue aerosol can,can,"0.0650,0.0650,0.1627"
a_SM_weapon_props_gun_powder_03,vintage red metal canister,canister,"0.1462,0.0663,0.1996"
a_SM_weapon_props_handgun_bullet_01,gray cardboard ammunition box,box,"0.1669,0.0582,0.0375"
a_SM_weapon_props_handgun_bullet_02,gray red cardboard ammunition box,box,"0.1266,0.0582,0.0375"
a_SM_weapon_props_handgun_bullet_03,gray brass tray,tray,"0.1218,0.0528,0.0315"
a_SM_weapon_props_handgun_bullet_04,gray brass ammunition tray,tray,"0.1218,0.0528,0.0315"
a_SM_weapon_props_lighter_fluid,black metal canister,canister,"0.0749,0.0409,0.1892"
a_SM_weapon_props_shotgun_shell_01,vintage red bird shotgun shell box,box,"0.1000,0.0764,0.1586"
a_SM_weapon_props_shotgun_shell_02,gray cardboard shotgun shell box,box,"0.1000,0.0699,0.0953"
a_SM_weapon_props_shotgun_shell_03,gray plastic box,box,"0.2290,0.1156,0.0673"
a_SM_weapon_props_shotgun_shell_04,gray plastic ammunition box,box,"0.2290,0.1156,0.0673"
a_SM_welding_machine_cable_01,black coiled welding clamp,clamp,"0.4767,0.2823,0.0390"
a_SM_welding_machine_cable_02,dark gray welding cable,cable,"0.5475,0.4217,0.0350"
a_SM_welding_machine_clamp,gray weathered metal clamp,clamp,"0.2018,0.0765,0.0379"
a_SM_welding_machine_compiled,red portable welding machine,machine,"0.8409,0.7951,0.3917"
a_SM_welding_machine_holder,red gray welding holder,holder,"0.2146,0.0643,0.0260"
a_SM_welding_machine_machine,red portable welding machine,machine,"0.4599,0.2133,0.3903"
a_SM_WhiteBoard_01a,gray rectangular display board,board,"2.0636,0.0718,1.3168"
a_SM_windows_shutter_03,gray slat window blind,blind,"3.1670,0.0994,1.9052"
a_SM_xStoresign_04,olive green billboard,billboard,"0.4422,0.0000,0.2481"
a_SolarBattery2,gray solar panel array,panel,"2.8498,1.3444,2.9177"
a_Speaker,gray horn speaker,speaker,"0.4611,0.4792,0.2775"
a_Suitcase1,worn brown leather suitcase,suitcase,"0.7534,0.5630,0.2345"
a_Suitcase2,dark gray hardshell suitcase,suitcase,"0.7451,0.5212,0.2226"
a_Suitcase3,dark brown vintage briefcase,briefcase,"0.7575,0.5262,0.1411"
a_Suitcase4,gray ribbed suitcase,suitcase,"0.7560,0.5158,0.1888"
a_Switchboard1,gray metal cabinet,cabinet,"2.0925,0.4507,2.3681"
a_Switchboard2,gray metal cabinet,cabinet,"0.4388,0.4261,0.9900"
a_Switchboard3,gray metal cabinet,cabinet,"0.3823,0.2045,0.7474"
a_Switchboard4,gray weathered metal box,box,"0.3823,0.4335,0.4474"
a_Tool01,gray metal wrench,tool,"0.2858,0.0591,0.0116"
a_Tool02,blue ergonomic screwdriver,tool,"0.3162,0.0364,0.0364"
a_Tool03,blue rubber claw hammer,hammer,"0.3571,0.1306,0.0427"
a_Tool04,blue textured pliers,pliers,"0.2435,0.0765,0.0263"
a_ToolBox,weathered red metal toolbox,toolbox,"0.7284,0.2554,0.3437"
a_TrafficCone,red gray striped traffic cone,cone,"0.2801,0.2801,0.4982"
a_Trash01,white plastic bag,bag,"0.1858,0.1956,0.0190"
a_Trash02,weathered metal can,can,"0.1828,0.1068,0.0257"
a_Trash03,white plastic bag,bag,"0.1992,0.2153,0.0194"
a_Trash04,gray torn paper debris,trash,"0.1789,0.1787,0.0080"
a_Trash05,weathered metal sheet,shelf,"0.1312,0.1429,0.0164"
a_Trash06,mottled gray fabric debris,trash,"0.0917,0.0968,0.0099"
a_Trash07,dark gray debris fragment,debris,"0.1057,0.1239,0.0224"
a_Trash08,purple white packaging debris,trash,"0.1418,0.1383,0.0194"
a_Trash09,white plastic wrapper,wrapper,"0.1093,0.1183,0.0167"
a_Trash10,gray white paper pieces,paper,"0.1970,0.1938,0.0237"
a_TrashBottle1,crushed soda bottle,bottle,"0.2029,0.0838,0.0645"
a_TrashBottle2,crushed brown plastic bottle,bottle,"0.2316,0.2003,0.0650"
a_TrashBottle4,yellow glass bottle,bottle,"0.2513,0.0702,0.0662"
a_TrashBottle5,dark green plastic bottle,bottle,"0.0852,0.0739,0.0707"
a_TrashBottle6,dark green plastic bottle,bottle,"0.2295,0.0794,0.0851"
a_TrashBottle7,dark gray plastic bottle,bottle,"0.2051,0.1873,0.0810"
a_TrashBottle8,dark plastic bottle,bottle,"0.2091,0.1945,0.0446"
a_TrashCan1,dark gray wheeled trash bin,bin,"0.7023,0.7486,1.1103"
a_TrashCan1__2_,blue green gradient soda can,can,"0.1024,0.1006,0.0593"
a_TrashCan1Cap,black plastic trash can,trashcan,"0.6432,0.7007,0.1256"
a_TrashCan2,gray metal trash can,can,"0.4711,0.4579,0.6514"
a_TrashCan2__2_,crushed orange snack package,package,"0.1703,0.0950,0.0704"
a_TrashCan2Cap,gray circular trash can,trashcan,"0.4720,0.4720,0.0653"
a_TrashCan3,gray cylindrical trash can,trashcan,"0.2578,0.2578,0.5022"
a_TrashCan3__2_,crushed blue silver can,can,"0.1750,0.0825,0.0690"
a_TrashCan4,crushed red metal can,can,"0.1127,0.0980,0.0356"
a_TrashCandy1,crumpled printed candy wrapper,trash,"0.1382,0.1552,0.0112"
a_TrashCandy2,brown torn wrapper,wrapper,"0.1273,0.1106,0.0303"
a_TrashCandy3,silver red candy wrapper,wrapper,"0.1253,0.1355,0.0092"
a_TrashCandy4,yellow printed candy wrapper,wrapper,"0.1277,0.0854,0.0092"
a_TrashChips1,gray crumpled snack package,package,"0.1515,0.1662,0.0112"
a_TrashChips2,brown red chip bag,bag,"0.1848,0.1819,0.0105"
a_TrashChips3,green crumpled chip bag,bag,"0.1853,0.1784,0.0103"
a_TrashChips4,blue gray chip bag,bag,"0.1501,0.1975,0.0151"
a_TrashChoco1,dark brown candy wrapper,wrapper,"0.0911,0.1342,0.0126"
a_TrashChoco2,crumpled foil wrapper,trash,"0.0867,0.1098,0.0253"
a_TrashChoco3,brown camouflage wrapper,wrapper,"0.0976,0.1257,0.0041"
a_TrashChoco4,orange brown chocolate wrapper,wrapper,"0.1787,0.0907,0.0074"
a_TrashChoco5,orange yellow chocolate wrapper,wrapper,"0.0681,0.0693,0.0121"
a_TrashChoco6,crumpled metallic wrapper,trash,"0.1528,0.0630,0.0122"
a_TrashChoco7,blue red flattened wrapper,wrapper,"0.1323,0.0967,0.0057"
a_TrashChoco8,crushed blue foil wrapper,wrapper,"0.0744,0.0833,0.0128"
a_VendingMachine1,dark gray illuminated vending machine,machine,"1.2435,0.7889,2.1222"
a_VendingMachine2,dark gray vending machine,machine,"1.2435,0.7889,2.1222"
a_VendingMachine3,dark gray vending machine,machine,"1.0395,0.8902,2.3257"
b_103,wood grain angular table,table,"1.3373,0.6383,0.4496"
b_104,dark gray woven lounge chair,chair,"1.0772,0.8916,0.8041"
b_105,woven rattan pendant lamp,lamp,"0.2993,0.2985,0.7175"
b_107,dark wood dining table,table,"1.8268,1.0780,0.7554"
b_108,taupe leather three seater sofa,sofa,"2.8430,0.9523,0.7912"
b_109,smoked glass three light,lamp,"0.6344,0.5947,0.8753"
b_11,gray woven lounge chair,chair,"0.7127,0.9428,0.8135"
b_110,black round side table,table,"0.4396,0.4394,0.4632"
b_111,brown leather seat,seat,"0.6616,0.6043,0.7962"
b_112,metallic wireframe pendant lamp,lamp,"0.5365,0.5337,1.0183"
b_113,gray suede nightstand,nightstand,"0.4383,0.3506,0.4398"
b_114,light gray upholstered dining chair,chair,"0.4102,0.3885,0.6115"
b_115,mauve quilted chair,chair,"0.9199,0.8360,0.9327"
b_116,rustic metal chandelier,chandelier,"0.5086,0.5096,0.6918"
b_13,round wooden coffee table,table,"0.7719,0.7719,0.3942"
b_14,gray low profile cabinet,cabinet,"2.2552,0.5190,0.4691"
b_15,beige floral armchair,chair,"0.9765,0.9459,0.9709"
b_18,light wood tv cabinet,cabinet,"1.8005,0.4007,0.5009"
b_19,sage green tufted sofa,sofa,"2.7956,1.2195,0.8377"
b_2,black white checkered armchair,chair,"0.7650,0.8414,0.9571"
b_20,beige tufted double bed,bed,"2.0377,2.1996,1.1146"
b_21,black curved side table,table,"0.5120,0.4955,0.5396"
b_22,black upholstered dining chair,chair,"0.7003,0.5347,0.8006"
b_23,black tufted leather armchair,chair,"0.7810,0.8381,1.1126"
b_24,gray metallic side table,table,"0.3877,0.3217,0.3897"
b_25,white slatted pendant lamp,lamp,"0.4467,0.4407,0.8755"
b_27,charcoal gray modern sofa,sofa,"3.2107,1.0185,0.7836"
b_28,blue gray bunk bed,bed,"2.7021,2.5835,2.2330"
b_29,dark walnut table,table,"2.2337,1.0343,0.9582"
b_3,brown leather lounge chair,chair,"1.1600,1.0743,1.2760"
b_30,gray wooden double bed,bed,"1.9403,2.4804,1.0718"
b_31,blue upholstered double bed,bed,"2.0811,2.3325,1.0781"
b_32,gray baroque bedside table,table,"0.5712,0.4196,0.5997"
b_33,light wood modular storage unit,shelf,"1.2000,0.4034,1.9103"
b_34,dark gray velvet sofa,sofa,"2.3241,0.9264,0.9107"
b_35,black marble side table,table,"0.4927,0.4251,0.4971"
b_36,black leather swivel chair,chair,"0.8150,0.8066,0.7809"
b_37,black molded chair,chair,"0.4998,0.4950,0.7791"
b_38,gray ceramic pedestal table,table,"0.4978,0.4978,0.5767"
b_39,taupe fabric sofa,sofa,"2.0753,0.8457,0.8442"
b_4,dark gray wood coffee table,table,"1.1975,0.7758,0.4100"
b_40,gray cushioned footstool,stool,"0.6705,0.3924,0.2823"
b_41,gray upholstered bed,bed,"1.6965,2.1045,1.0033"
b_42,bronze candle chandelier,chandelier,"0.8644,0.8642,1.0505"
b_43,black metal cage pendant light,lamp,"0.1612,0.1612,0.7756"
b_44,beige fabric storage ottoman,ottoman,"0.8803,0.6615,0.4323"
b_45,black vertical chandelier,chandelier,"0.5878,0.5858,1.0825"
b_47,dark wood table,table,"1.8001,0.9000,0.7201"
b_48,brown wood coffee table,table,"1.3559,0.9496,0.3659"
b_49,dark gray tufted armchair,chair,"0.8246,0.9231,0.7892"
b_5,gray wooden chest,chest,"0.6515,0.3917,0.7996"
b_50,gray upholstered armchair,chair,"0.7086,0.8040,0.7462"
b_52,gray carved cabinet,cabinet,"1.2268,0.6609,1.8646"
b_53,gray taupe upholstered chair,chair,"0.5729,0.5740,0.8461"
b_54,dark square chandelier,chandelier,"0.5000,0.5000,0.6590"
b_55,black modern desk,desk,"1.2907,0.6185,1.0190"
b_57,dark wood multi drawer dresser,dresser,"1.6117,0.3580,0.8174"
b_58,brown leather daybed,bed,"2.2593,0.8095,0.6820"
b_60,gray wooden single bed,bed,"1.5196,2.4914,0.9539"
b_61,dark brown upholstered chair,chair,"0.4971,0.4653,0.7378"
b_63,dark metal chandelier,chandelier,"0.5988,0.5760,0.7739"
b_64,metal cable pendant light,lamp,"0.9019,0.9157,1.1703"
b_65,gray wooden windsor chair,chair,"0.5214,0.5624,0.9105"
b_66,dark teal fabric sofa,sofa,"1.8719,0.9934,0.8352"
b_67,white wood wardrobe,wardrobe,"1.9980,0.6414,2.1002"
b_68,teal quilted swivel chair,chair,"0.8271,0.8078,1.0394"
b_69,gray textured fabric sofa,sofa,"1.5284,0.6354,0.6620"
b_7,gray upholstered double bed,bed,"1.8829,2.1622,1.2813"
b_72,dark gray metal plant stand,stand,"0.1800,0.1850,0.6411"
b_73,taupe striped dining chair,chair,"0.5051,0.6219,0.8834"
b_74,black leather sofa,sofa,"2.9718,1.0945,0.8287"
b_76,warm wooden petal lamp,lamp,"0.3902,0.3922,0.8703"
b_77,beige tufted ottoman,ottoman,"0.8924,0.4995,0.3344"
b_78,gray open shelf bedside table,shelf,"0.4612,0.4240,0.4951"
b_79,gray tan wooden three seater sofa,sofa,"2.5501,0.9394,0.8408"
b_8,dark wood carved chair,chair,"0.4904,0.5810,0.9846"
b_80,light gray upholstered sofa,sofa,"2.1095,0.9608,0.7970"
b_81,white ornate plant stand,stand,"0.4905,0.4896,1.0493"
b_82,gray spherical chandelier,chandelier,"0.5424,0.4833,1.0000"
b_83,gray fabric three seater sofa,sofa,"2.5265,0.9417,0.8473"
b_84,white marble coffee table,table,"1.5989,0.9061,0.7129"
b_85,dark wooden coffee table,table,"1.2791,0.7297,0.4500"
b_86,ornate bronze chandelier,chandelier,"0.9447,0.9447,1.0837"
b_87,white metal vanity table,table,"1.2000,0.5201,1.1891"
b_88,gray metal spherical lamp,lamp,"0.2897,0.2931,0.5898"
b_89,gray blue feather chandelier,chandelier,"0.8321,0.8326,0.9205"
